NC_018649.1	tig00004064	92.947	204166	13971	315	1362640	1566581	1519275	1723236	0.0	2.969e+05
NC_018649.1	tig00004064	93.035	153965	10406	248	2166919	2320758	2329833	2483605	0.0	2.246e+05
NC_018649.1	tig00004064	99.365	106886	634	29	1911439	2018300	2054764	2161628	0.0	1.936e+05
NC_018649.1	tig00004064	99.465	94831	473	31	1802109	1896924	1914192	2009003	0.0	1.723e+05
NC_018649.1	tig00004064	92.851	103546	7055	233	64330	167698	48248	151622	0.0	1.499e+05
NC_018649.1	tig00004064	92.217	101079	7493	250	167728	268610	151701	252601	0.0	1.427e+05
NC_018649.1	tig00004064	92.638	94008	6638	172	819744	913628	648145	741992	0.0	1.350e+05
NC_018649.1	tig00004064	96.302	80844	2777	142	1702760	1783463	1815753	1896523	0.0	1.325e+05
NC_018649.1	tig00004064	91.947	80054	6229	156	994894	1074813	824878	904847	0.0	1.119e+05
NC_018649.1	tig00004064	91.240	80552	6612	311	914706	995040	744557	824881	0.0	1.093e+05
NC_018649.1	tig00004064	90.114	65115	6186	200	1175853	1240841	1305708	1370697	0.0	84352
NC_018649.1	tig00004064	99.734	45134	109	3	1632488	1677611	1744583	1789715	0.0	82671
NC_018649.1	tig00004064	93.001	46779	3166	75	746699	793409	577149	623887	0.0	68148
NC_018649.1	tig00004064	92.667	44894	3127	130	330694	375504	293727	338538	0.0	64513
NC_018649.1	tig00004064	91.551	46796	3810	115	2018494	2065199	2161761	2208502	0.0	64379
NC_018649.1	tig00004064	92.093	41316	3168	76	1107987	1149249	958946	1000215	0.0	58105
NC_018649.1	tig00004064	91.251	38177	3159	131	1330014	1368076	1487437	1449328	0.0	51829
NC_018649.1	tig00004064	93.523	34679	2116	84	2084113	2118730	2241159	2275768	0.0	51478
NC_018649.1	tig00004064	91.610	33145	2644	79	2373085	2406157	2513793	2546872	0.0	45674
NC_018649.1	tig00004064	91.121	30274	2561	94	484395	514607	417261	447468	0.0	40897
NC_018649.1	tig00004064	92.026	29033	2191	95	2120190	2149169	2275768	2304729	0.0	40675
NC_018649.1	tig00004064	91.582	28641	2250	107	2344508	2373087	2483550	2512090	0.0	39384
NC_018649.1	tig00004064	91.899	24047	1878	47	640669	664681	465728	489738	0.0	33551
NC_018649.1	tig00004064	93.477	22154	1370	54	1277261	1299369	1432665	1454788	0.0	32836
NC_018649.1	tig00004064	92.930	21951	1465	53	386684	408580	342167	364084	0.0	31857
NC_018649.1	tig00004064	94.699	20147	1041	16	1293916	1314044	1524713	1504576	0.0	31263
NC_018649.1	tig00004064	93.056	21286	1352	84	428971	450182	393601	414834	0.0	31004
NC_018649.1	tig00004064	91.629	19449	1557	66	409556	428978	372809	392212	0.0	26831
NC_018649.1	tig00004064	92.873	17540	1171	44	1784584	1802084	1896516	1914015	0.0	25392
NC_018649.1	tig00004064	90.827	19034	1637	78	45332	64319	29240	48210	0.0	25375
NC_018649.1	tig00004064	99.554	13443	59	1	1898051	1911492	2009000	2022442	0.0	24491
NC_018649.1	tig00004064	91.391	17702	1477	38	2149188	2166869	2312054	2329728	0.0	24203
NC_018649.1	tig00004064	94.060	15605	905	20	793425	809019	624644	640236	0.0	23662
NC_018649.1	tig00004064	98.322	13405	199	20	1569425	1582818	1723229	1736618	0.0	23484
NC_018649.1	tig00004064	86.823	20968	2613	128	1149201	1170095	1281381	1302271	0.0	23276
NC_018649.1	tig00004064	91.510	15865	1253	73	1075207	1091026	908089	923904	0.0	21749
NC_018649.1	tig00004064	91.813	13155	1019	40	1091042	1104179	924631	937744	0.0	18273
NC_018649.1	tig00004064	86.921	16186	1991	91	708828	724959	536022	552135	0.0	18046
NC_018649.1	tig00004064	91.310	12589	1003	67	1317455	1330005	1500961	1488426	0.0	17102
NC_018649.1	tig00004064	90.571	12303	1091	44	1243243	1255513	1377453	1389718	0.0	16229
NC_018649.1	tig00004064	91.441	11648	907	59	309851	321455	272751	284351	0.0	15904
NC_018649.1	tig00004064	89.916	12257	1143	69	665335	677546	490378	502586	0.0	15701
NC_018649.1	tig00004064	92.677	10051	700	25	2548	12574	2703	12741	0.0	14451
NC_018649.1	tig00004064	99.138	7888	60	7	1622622	1630507	1736706	1744587	0.0	14183
NC_018649.1	tig00004064	88.610	10500	1105	59	736238	746704	565788	576229	0.0	12680
NC_018649.1	tig00004064	91.648	9135	714	29	321519	330618	284513	293633	0.0	12597
NC_018649.1	tig00004064	89.758	8846	829	54	2075301	2084107	2232301	2241108	0.0	11245
