NC_017094.1	tig00004064	93.637	3033	171	19	1069162	1072181	1451496	1454519	0.0	4512
NC_017094.1	tig00004064	93.610	3036	172	19	1069162	1072184	1522544	1519518	0.0	4512
NC_017094.1	tig00004064	93.604	3033	172	19	1060553	1063572	1451496	1454519	0.0	4506
NC_017094.1	tig00004064	93.604	3033	172	19	1215996	1219015	1451496	1454519	0.0	4506
NC_017094.1	tig00004064	93.577	3036	173	19	1215996	1219018	1522544	1519518	0.0	4506
NC_017094.1	tig00004064	93.577	3036	173	19	1060553	1063575	1522544	1519518	0.0	4506
NC_017094.1	tig00004064	78.447	7006	1406	88	2484274	2491216	1166616	1173580	0.0	4477
NC_017094.1	tig00004064	75.078	7042	1526	180	1297745	1304654	946090	953034	0.0	3070
NC_017094.1	tig00004064	92.995	1813	111	15	1214022	1215823	1524458	1522651	0.0	2630
NC_017094.1	tig00004064	92.995	1813	111	15	1058579	1060380	1524458	1522651	0.0	2630
NC_017094.1	tig00004064	92.995	1813	110	16	1058579	1060380	1449583	1451389	0.0	2628
NC_017094.1	tig00004064	92.995	1813	110	16	1214022	1215823	1449583	1451389	0.0	2628
NC_017094.1	tig00004064	92.940	1813	112	15	1067188	1068989	1524458	1522651	0.0	2625
NC_017094.1	tig00004064	92.940	1813	111	16	1067188	1068989	1449583	1451389	0.0	2623
NC_017094.1	tig00004064	94.816	1389	72	0	2022218	2023606	392212	393600	0.0	2167
NC_017094.1	tig00004064	94.813	1388	72	0	2022219	2023606	906040	907427	0.0	2165
NC_017094.1	tig00004064	94.813	1388	72	0	2022219	2023606	2219798	2218411	0.0	2165
NC_017094.1	tig00004064	86.954	1671	193	15	1297331	1298987	2046697	2048356	0.0	1855
NC_017094.1	tig00004064	98.017	1059	21	0	17723	18781	2026845	2027903	0.0	1840
NC_017094.1	tig00004064	90.445	1392	131	2	1445229	1446619	392211	393601	0.0	1832
NC_017094.1	tig00004064	90.452	1393	130	3	1445233	1446623	906042	907433	0.0	1832
NC_017094.1	tig00004064	90.483	1387	130	2	1319911	1321296	393600	392215	0.0	1829
NC_017094.1	tig00004064	90.483	1387	130	2	1319911	1321296	907427	906042	0.0	1829
NC_017094.1	tig00004064	90.483	1387	130	2	1445233	1446618	2219796	2218411	0.0	1829
NC_017094.1	tig00004064	90.483	1387	130	2	1319911	1321296	2218411	2219796	0.0	1829
NC_017094.1	tig00004064	89.892	1296	127	4	2262788	2264080	502855	504149	0.0	1664
NC_017094.1	tig00004064	85.990	1399	175	12	78312	79706	1808379	1809760	0.0	1478
NC_017094.1	tig00004064	77.750	2391	507	22	1961093	1963472	2148578	2150954	0.0	1445
NC_017094.1	tig00004064	75.023	3263	733	62	2491326	2494541	1173666	1176893	0.0	1435
NC_017094.1	tig00004064	86.171	1251	164	9	1339672	1340917	1808370	1809616	0.0	1343
NC_017094.1	tig00004064	74.810	2759	657	32	1073236	1075975	1455499	1458238	0.0	1210
NC_017094.1	tig00004064	78.296	1714	356	14	1478582	1480287	985464	983759	0.0	1090
NC_017094.1	tig00004064	73.471	2993	731	57	230648	233610	165079	168038	0.0	1070
NC_017094.1	tig00004064	78.426	1474	271	37	1604861	1606316	2513799	2512355	0.0	917
NC_017094.1	tig00004064	78.163	1470	298	19	852142	853601	1689280	1687824	0.0	915
NC_017094.1	tig00004064	78.237	1475	273	38	1394061	1395516	2512355	2513800	0.0	902
NC_017094.1	tig00004064	78.155	1474	274	38	66686	68140	2512355	2513799	0.0	894
NC_017094.1	tig00004064	78.155	1474	274	38	145480	146934	2513799	2512355	0.0	894
NC_017094.1	tig00004064	78.087	1474	275	38	1056846	1058300	2512355	2513799	0.0	889
NC_017094.1	tig00004064	84.240	882	125	7	1305513	1306383	1770342	1769464	0.0	846
NC_017094.1	tig00004064	76.421	1531	339	20	1542814	1544333	865485	863966	0.0	808
NC_017094.1	tig00004064	74.655	1811	430	26	2526860	2528654	2519400	2521197	0.0	774
NC_017094.1	tig00004064	74.389	1882	418	50	58865	60714	53700	55549	0.0	747
NC_017094.1	tig00004064	72.573	2009	498	44	1768105	1770083	654302	652317	3.86e-171	608
NC_017094.1	tig00004064	71.623	2132	565	36	1715758	1717871	708185	706076	2.37e-153	549
NC_017094.1	tig00004064	78.762	824	163	5	2058167	2058989	2256746	2257558	3.97e-151	542
NC_017094.1	tig00004064	75.667	974	231	6	999509	1000479	419850	418880	8.78e-133	481
NC_017094.1	tig00004064	73.668	1295	307	26	296127	297403	240888	242166	5.29e-130	472
NC_017094.1	tig00004064	94.079	304	17	1	550317	550620	2048431	2048733	1.14e-126	460
NC_017094.1	tig00004064	94.981	259	13	0	2023348	2023606	1799107	1799365	1.51e-110	407
NC_017094.1	tig00004064	72.864	1264	309	28	1227710	1228956	1513261	1512015	1.96e-109	403
NC_017094.1	tig00004064	74.095	1050	238	26	2089494	2090530	2282775	2283803	7.04e-109	401
NC_017094.1	tig00004064	81.780	472	86	0	1374557	1375028	1278640	1278169	3.27e-107	396
NC_017094.1	tig00004064	75.154	813	175	21	219472	220265	156865	157669	1.54e-95	357
NC_017094.1	tig00004064	72.033	1323	324	41	1691252	1692548	740316	739014	7.19e-94	351
NC_017094.1	tig00004064	85.303	347	44	7	2056636	2056978	2255167	2255510	7.19e-94	351
NC_017094.1	tig00004064	76.636	642	140	8	271352	271988	210828	211464	3.34e-92	346
NC_017094.1	tig00004064	89.961	259	26	0	1319911	1320169	1799365	1799107	7.24e-89	335
NC_017094.1	tig00004064	89.961	259	26	0	1446360	1446618	1799107	1799365	7.24e-89	335
NC_017094.1	tig00004064	88.129	278	29	3	788328	788605	1421766	1421493	1.21e-86	327
