PROKKA_00001	LFT_00001	100.000	465	0	0	1	465	1	465	0.0	956
PROKKA_00002	LFT_00002	100.000	387	0	0	1	387	1	387	0.0	794
PROKKA_00003	LFT_00003	100.000	818	0	0	1	818	1	818	0.0	1674
PROKKA_00004	LFT_00004	100.000	816	0	0	1	816	1	816	0.0	1628
PROKKA_00005	LFT_00005	100.000	271	0	0	1	271	1	271	0.0	554
PROKKA_00006	LFT_00006	100.000	163	0	0	1	163	1	163	8.48e-118	326
PROKKA_00007	LFT_00007	100.000	241	0	0	1	241	1	241	0.0	492
PROKKA_00008	LFT_00008	100.000	527	0	0	1	527	1	527	0.0	1068
PROKKA_00009	LFT_00009	100.000	163	0	0	1	163	1	163	2.53e-119	330
PROKKA_00011	LFT_00012	100.000	578	0	0	1	578	1	578	0.0	1184
PROKKA_00012	LFT_00013	100.000	95	0	0	1	95	1	95	5.35e-69	197
PROKKA_00013	LFT_00014	100.000	96	0	0	1	96	1	96	1.97e-68	196
PROKKA_00014	LFT_01824	100.000	96	0	0	1	96	1	96	2.09e-66	191
PROKKA_00014	LFT_00015	100.000	96	0	0	1	96	1	96	2.09e-66	191
PROKKA_00015	LFT_01825	100.000	261	0	0	1	261	1	261	0.0	541
PROKKA_00015	LFT_00016	100.000	261	0	0	1	261	1	261	0.0	541
PROKKA_00016	LFT_00017	100.000	135	0	0	1	135	1	135	8.56e-101	281
PROKKA_00016	LFT_01826	100.000	16	0	0	120	135	297	312	1.28e-04	36.6
PROKKA_00017	LFT_00018	100.000	58	0	0	1	58	1	58	3.39e-39	119
PROKKA_00018	LFT_00019	100.000	322	0	0	1	322	1	322	0.0	634
PROKKA_00019	LFT_00020	100.000	556	0	0	1	556	1	556	0.0	1150
PROKKA_00020	LFT_00021	100.000	162	0	0	1	162	1	162	4.40e-117	324
PROKKA_00021	LFT_00022	100.000	223	0	0	1	223	1	223	5.05e-164	448
PROKKA_00022	LFT_00023	100.000	341	0	0	1	341	1	341	0.0	681
PROKKA_00023	LFT_00024	100.000	330	0	0	1	330	1	330	0.0	662
PROKKA_00024	LFT_00025	100.000	476	0	0	1	476	1	476	0.0	980
